,self_employeed,company_size,tech_company,tech_prole,mh_benefits,anonymity,leaving_difficulty,disc_mh_coworker,disc_mh_supervisor,reveal_mh_business,reveal_mh_coworkers,affects_productivity,productivity_percent,mention_ph_interview,mention_mh_interview,share_mh_ff,exp_unsupport,reveal_less,family_history,mh_in_past,mh_currently,mh_diagnosed,sought_treatment,age,gender,country_live,state_live,country_work,state_work,year
1741,0,26-100,1.0,0.0,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,,,,,No,No,6,"Yes, I experienced",No,No,No,No,,0,30.0,m,United States of America,Indiana,United States of America,Indiana,2017
1742,0,100-500,1.0,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,,,,,No,No,6,Maybe/Not sure,,Yes,Yes,Yes,Yes,1,30.0,m,United States of America,Illinois,United States of America,Illinois,2017
1743,0,100-500,1.0,1.0,Yes,Yes,I don't know,Yes,Yes,,,,,No,No,5,No,No,Yes,Yes,Yes,Yes,1,32.0,Male,United States of America,Maryland,United States of America,Maryland,2017
1744,0,100-500,1.0,0.0,Yes,Yes,Very easy,Maybe,Maybe,,,,,No,No,10,No,No,Yes,Yes,Yes,Yes,1,38.0,,United States of America,Washington,United States of America,Washington,2017
1745,0,26-100,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,Yes,Maybe,,,,,No,No,7,No,No,Yes,Yes,Yes,Yes,1,38.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1746,0,100-500,1.0,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Yes,,,,,Maybe,Maybe,6,Maybe/Not sure,Maybe,Yes,Yes,Yes,Yes,1,38.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1747,0,More than 1000,1.0,1.0,Yes,Yes,Neither easy nor difficult,Maybe,Yes,,,,,No,No,5,No,,No,No,No,,0,26.0,Female,United States of America,Massachusetts,United States of America,Massachusetts,2017
1748,0,More than 1000,1.0,1.0,Yes,No,Difficult,No,No,,,,,No,No,7,"Yes, I experienced",Yes,Yes,Yes,Yes,Yes,1,45.0,female,United States of America,California,United States of America,California,2017
1749,0,500-1000,1.0,1.0,Yes,Yes,Somewhat easy,No,Maybe,,,,,No,No,7,No,Maybe,No,Don't Know,Possibly,,0,37.0,Female,United States of America,Illinois,United States of America,Illinois,2017
1750,0,100-500,1.0,0.0,I don't know,Yes,I don't know,Maybe,No,,,,,No,No,8,No,Maybe,Yes,Yes,Yes,Yes,1,24.0,Female,United States of America,Illinois,United States of America,Illinois,2017
1751,0,100-500,1.0,1.0,Yes,Yes,Somewhat easy,Maybe,Yes,,,,,No,No,8,Maybe/Not sure,No,Yes,Yes,Yes,Yes,1,33.0,Female,United States of America,Michigan,United States of America,Michigan,2017
1752,0,100-500,1.0,1.0,Yes,I don't know,I don't know,Maybe,Yes,,,,,No,No,6,"Yes, I observed",Maybe,Yes,No,No,,0,35.0,female,United States of America,Tennessee,United States of America,Tennessee,2017
1753,0,100-500,1.0,1.0,Yes,Yes,Neither easy nor difficult,Yes,Yes,,,,,Yes,Yes,9,No,No,Yes,Yes,No,,1,44.0,Male,United States of America,South Dakota,United States of America,South Dakota,2017
1754,0,100-500,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,Yes,Yes,,,,,Yes,No,10,No,No,Yes,Yes,Yes,Yes,1,27.0,female,United States of America,Massachusetts,United States of America,Massachusetts,2017
1755,0,100-500,1.0,0.0,Yes,I don't know,Very easy,Maybe,No,,,,,Maybe,No,3,"Yes, I observed",No,No,No,No,,0,33.0,Male,United States of America,Michigan,United States of America,Michigan,2017
1756,0,100-500,1.0,0.0,I don't know,Yes,Very easy,Maybe,Maybe,,,,,No,No,2,No,No,No,No,No,,0,28.0,Female,United States of America,California,United States of America,California,2017
1757,0,More than 1000,0.0,1.0,Yes,Yes,I don't know,Maybe,Maybe,,,,,Maybe,Maybe,8,Maybe/Not sure,Maybe,Yes,Don't Know,Yes,Yes,1,35.0,Male,United States of America,Indiana,United States of America,Indiana,2017
1758,0,More than 1000,1.0,1.0,Yes,Yes,Somewhat difficult,Maybe,Yes,,,,,Maybe,No,6,"Yes, I observed",No,No,Yes,Yes,Yes,1,23.0,Male,United States of America,South Carolina,United States of America,South Carolina,2017
1759,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,Yes,Maybe,8,"Yes, I experienced",Maybe,I don't know,Possibly,Yes,Yes,1,53.0,Male,Australia,,Australia,,2017
1760,0,6-25,1.0,1.0,Yes,Yes,Somewhat easy,Maybe,Yes,,,,,No,No,8,Maybe/Not sure,,I don't know,Yes,Yes,Yes,1,32.0,Male,Netherlands,,Netherlands,,2017
1761,1,,,,,,,,,"No, because it would impact me negatively","No, because it would impact me negatively",Yes,51-75%,No,No,9,"Yes, I observed",No,Yes,Yes,No,,1,24.0,male,Germany,,Germany,,2017
1762,0,100-500,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,Yes,Yes,7,No,No,No,Yes,No,,1,31.0,Male,Sweden,,Sweden,,2017
1763,0,6-25,1.0,1.0,No,I don't know,Very easy,Yes,Yes,,,,,No,No,9,Maybe/Not sure,,I don't know,Yes,Yes,Yes,0,33.0,Male,Ireland,,Ireland,,2017
1764,0,100-500,1.0,1.0,No,Yes,Very easy,Yes,Yes,,,,,Yes,Yes,10,"Yes, I experienced",No,No,Yes,Yes,Yes,1,37.0,Male,United Kingdom,,United Kingdom,,2017
1765,0,6-25,1.0,1.0,I don't know,I don't know,Somewhat easy,No,Maybe,,,,,Yes,Maybe,3,"Yes, I observed",No,No,No,No,,0,27.0,male,Switzerland,,Switzerland,,2017
1766,0,6-25,1.0,1.0,Yes,No,Neither easy nor difficult,Yes,Yes,,,,,No,No,4,Maybe/Not sure,No,No,No,No,,0,31.0,male,Netherlands,,Netherlands,,2017
1767,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,26-50%,Maybe,Maybe,7,Maybe/Not sure,No,I don't know,No,Don't Know,,0,32.0,Male,Ukraine,,Ukraine,,2017
1768,0,More than 1000,1.0,1.0,No,I don't know,Somewhat difficult,Maybe,Maybe,,,,,Maybe,No,9,Maybe/Not sure,Yes,I don't know,Possibly,Possibly,,1,40.0,Male,United Kingdom,,United Kingdom,,2017
1769,0,More than 1000,1.0,1.0,No,I don't know,Very easy,Yes,Yes,,,,,Maybe,Maybe,10,No,No,No,Yes,No,,1,32.0,Male,Spain,,Spain,,2017
1770,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,51-75%,Maybe,Maybe,10,No,Yes,I don't know,Don't Know,Don't Know,,1,31.0,Male,India,,United States of America,Arizona,2017
1771,0,100-500,1.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,No,Maybe,9,Maybe/Not sure,Maybe,Yes,Yes,Yes,Yes,1,33.0,Male,United States of America,Michigan,United States of America,Michigan,2017
1772,0,6-25,1.0,0.0,I don't know,I don't know,Somewhat difficult,Yes,Yes,,,,,No,No,7,No,Yes,I don't know,Yes,Possibly,,1,21.0,,United States of America,Illinois,United States of America,Illinois,2017
1773,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,26-50%,Maybe,Maybe,9,"Yes, I experienced",Maybe,No,Yes,Possibly,,1,67.0,female,United States of America,California,United States of America,California,2017
1774,1,,,,,,,,,"Sometimes, if it comes up","Yes, always",Yes,76-100%,Yes,Maybe,7,I've always been self-employed,No,Yes,Yes,Yes,Yes,1,35.0,Cis-male,United Kingdom,,United Kingdom,,2017
1775,1,,,,,,,,,Not applicable to me,"No, because it would impact me negatively",Unsure,,No,No,5,No,Maybe,I don't know,No,No,,0,46.0,male,Ireland,,Ireland,,2017
1776,0,More than 1000,0.0,1.0,Yes,I don't know,Somewhat difficult,Maybe,No,,,,,Maybe,Maybe,6,Maybe/Not sure,Yes,I don't know,Possibly,Yes,Yes,1,36.0,Male,United States of America,Texas,United States of America,Texas,2017
1777,0,6-25,1.0,1.0,No,I don't know,Somewhat easy,Maybe,Yes,,,,,Yes,No,7,No,,Yes,Yes,Yes,Yes,1,44.0,f,Australia,,Australia,,2017
1778,0,More than 1000,0.0,1.0,Yes,Yes,Somewhat easy,Maybe,Yes,,,,,No,No,5,No,No,I don't know,Don't Know,Possibly,,0,57.0,Male,United States of America,Indiana,United States of America,Indiana,2017
1779,0,6-25,1.0,1.0,I don't know,I don't know,I don't know,Maybe,Maybe,,,,,No,No,5,No,No,I don't know,No,No,,0,38.0,female,United States of America,Indiana,United States of America,Indiana,2017
1780,0,100-500,1.0,1.0,Yes,I don't know,Somewhat easy,Yes,Yes,,,,,Yes,Maybe,9,No,Maybe,Yes,Possibly,Possibly,,1,27.0,female,United States of America,California,United States of America,California,2017
1781,0,More than 1000,0.0,1.0,Not eligible for coverage / NA,Yes,Somewhat easy,Yes,Yes,,,,,No,No,10,No,No,Yes,Yes,Yes,Yes,1,26.0,Male,Australia,,Australia,,2017
1782,0,More than 1000,1.0,1.0,Yes,I don't know,Neither easy nor difficult,Maybe,Maybe,,,,,Maybe,No,3,Maybe/Not sure,No,No,Yes,Possibly,,1,36.0,m,United States of America,California,United States of America,California,2017
1783,0,1-5,1.0,1.0,Not eligible for coverage / NA,Yes,Somewhat easy,Yes,Yes,,,,,Maybe,Maybe,9,Maybe/Not sure,No,Yes,Possibly,No,,0,30.0,Male,United Kingdom,,United Kingdom,,2017
1784,0,More than 1000,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,No,No,5,"Yes, I experienced",Yes,Yes,,Yes,No,1,35.0,Male,United Kingdom,,United Kingdom,,2017
1785,0,26-100,1.0,1.0,No,I don't know,Very easy,Yes,Maybe,,,,,Maybe,No,5,No,No,No,No,Don't Know,,0,30.0,Male,Argentina,,Argentina,,2017
1786,0,26-100,1.0,1.0,No,I don't know,Neither easy nor difficult,Yes,Maybe,,,,,Maybe,No,5,Maybe/Not sure,No,Yes,No,Don't Know,,0,32.0,Male,New Zealand,,New Zealand,,2017
1787,0,100-500,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,No,No,,,,,No,No,2,Maybe/Not sure,,No,No,Don't Know,,0,35.0,male,France,,France,,2017
1788,0,500-1000,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,Yes,Maybe,7,No,No,No,No,No,,0,33.0,Male,Australia,,Australia,,2017
1789,0,6-25,1.0,1.0,No,I don't know,Very easy,Maybe,Yes,,,,,Maybe,Maybe,7,Maybe/Not sure,No,No,No,No,,0,48.0,Male,New Zealand,,New Zealand,,2017
1790,0,26-100,1.0,1.0,No,I don't know,Somewhat easy,No,No,,,,,No,Maybe,7,Maybe/Not sure,No,No,No,No,,0,32.0,Male,Netherlands,,Netherlands,,2017
1791,0,100-500,1.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,No,,,,,Maybe,No,5,"Yes, I observed",,Yes,Yes,Yes,Yes,1,45.0,M,United Kingdom,,United Kingdom,,2017
1792,0,500-1000,1.0,1.0,I don't know,I don't know,I don't know,Maybe,No,,,,,No,Maybe,5,No,,No,No,No,,0,31.0,male,Romania,,Romania,,2017
1793,0,More than 1000,0.0,1.0,I don't know,I don't know,Very easy,No,Maybe,,,,,No,No,7,"Yes, I experienced",Maybe,No,No,No,,0,40.0,Male,Spain,,Spain,,2017
1794,0,26-100,0.0,1.0,I don't know,I don't know,Very easy,Maybe,Maybe,,,,,Maybe,Maybe,5,No,No,I don't know,No,No,,0,37.0,male,United States of America,Missouri,United States of America,Missouri,2017
1795,0,100-500,1.0,1.0,No,I don't know,I don't know,No,No,,,,,No,No,1,Maybe/Not sure,,No,No,No,,0,29.0,male,Poland,,Poland,,2017
1796,0,100-500,1.0,1.0,Yes,Yes,Very easy,Maybe,No,,,,,No,No,6,Maybe/Not sure,Maybe,Yes,Yes,Yes,Yes,1,26.0,male,United States of America,Massachusetts,United States of America,Massachusetts,2017
1797,0,100-500,1.0,0.0,Yes,Yes,Somewhat easy,Maybe,Yes,,,,,No,No,6,"Yes, I experienced",Maybe,I don't know,Yes,Possibly,,1,51.0,Female,United States of America,Oregon,United States of America,Oregon,2017
1798,1,,,,,,,,,"Sometimes, if it comes up","Yes, always",Yes,26-50%,Yes,Yes,9,"Yes, I experienced",Maybe,No,Yes,Yes,Yes,1,29.0,male,Germany,,Germany,,2017
1799,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,1-25%,Yes,No,6,"Yes, I experienced",Maybe,Yes,Yes,Yes,Yes,1,30.0,Male,United Kingdom,,United Kingdom,,2017
1800,0,26-100,1.0,1.0,Yes,I don't know,I don't know,Yes,Yes,,,,,No,No,3,"Yes, I experienced",Yes,No,Possibly,No,,0,33.0,female,United States of America,Maryland,United States of America,Maryland,2017
1801,0,100-500,1.0,1.0,Yes,Yes,Neither easy nor difficult,Yes,Maybe,,,,,No,No,9,"Yes, I experienced",Yes,Yes,Yes,Yes,Yes,1,27.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1802,0,6-25,1.0,1.0,Yes,I don't know,Somewhat difficult,No,No,,,,,Maybe,No,0,"Yes, I experienced",Maybe,I don't know,No,No,,0,42.0,Male,United States of America,Illinois,United States of America,New York,2017
1803,0,6-25,1.0,0.0,Not eligible for coverage / NA,Yes,Neither easy nor difficult,Maybe,Yes,,,,,Yes,Maybe,5,"Yes, I observed",No,No,No,No,,0,47.0,male,Australia,,Australia,,2017
1804,0,26-100,1.0,1.0,Not eligible for coverage / NA,I don't know,Very easy,Yes,Yes,,,,,Maybe,No,5,No,No,I don't know,Possibly,Yes,Yes,1,31.0,Female,Netherlands,,Netherlands,,2017
1805,0,More than 1000,0.0,1.0,I don't know,Yes,Somewhat easy,Maybe,Yes,,,,,Maybe,Maybe,7,No,No,No,No,No,,0,32.0,Male,United Kingdom,,United Kingdom,,2017
1806,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,No,No,6,I've always been self-employed,,No,No,No,,0,60.0,Male ,Netherlands,,Netherlands,,2017
1807,0,100-500,1.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,,,,,No,No,5,"Yes, I observed",Maybe,Yes,Yes,No,,0,58.0,Male,Belgium,,Belgium,,2017
1808,1,,,,,,,,,Not applicable to me,Not applicable to me,Yes,26-50%,Yes,Maybe,6,"Yes, I observed",Maybe,Yes,No,No,,0,38.0,Male,Belgium,,Belgium,,2017
1809,0,6-25,1.0,1.0,No,I don't know,Somewhat difficult,No,No,,,,,No,No,3,No,,I don't know,Don't Know,Don't Know,,0,42.0,female,Spain,,Spain,,2017
1810,0,100-500,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,No,No,,,,,Maybe,No,2,No,No,Yes,Yes,Yes,Yes,1,41.0,Male,Germany,,Germany,,2017
1811,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,No,No,,,,,Yes,Maybe,6,"Yes, I experienced",No,No,Possibly,Possibly,,0,25.0,Male,India,,India,,2017
1812,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,No,Yes,,,,,Yes,No,7,Maybe/Not sure,No,No,Yes,No,,1,31.0,Female,United States of America,California,United States of America,California,2017
1813,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,No,No,7,No,Yes,No,Possibly,Don't Know,,1,42.0,male,Argentina,,United States of America,Illinois,2017
1814,0,26-100,1.0,1.0,No,I don't know,Somewhat easy,Maybe,Yes,,,,,No,No,9,Maybe/Not sure,No,I don't know,Don't Know,Yes,Yes,1,42.0,Male,United States of America,Texas,United States of America,Texas,2017
1815,0,More than 1000,1.0,1.0,Yes,Yes,Difficult,No,No,,,,,No,No,0,"Yes, I experienced",,No,Yes,Yes,Yes,0,41.0,Male,United States of America,California,United States of America,California,2017
1816,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,No,Maybe,,,,,Yes,Maybe,8,Maybe/Not sure,Yes,Yes,Yes,Yes,Yes,1,35.0,Non-binary,United States of America,Washington,United States of America,Washington,2017
1817,0,More than 1000,1.0,1.0,Yes,No,Neither easy nor difficult,No,Maybe,,,,,Maybe,No,5,"Yes, I observed",,No,Yes,Don't Know,,1,24.0,Male,Mexico,,Mexico,,2017
1818,0,More than 1000,1.0,1.0,Yes,I don't know,I don't know,Maybe,Maybe,,,,,No,No,9,"Yes, I observed",Yes,Yes,No,Yes,Yes,1,37.0,Male,United States of America,Oregon,United States of America,Oregon,2017
1819,0,More than 1000,1.0,1.0,I don't know,I don't know,Neither easy nor difficult,No,No,,,,,Maybe,No,2,"Yes, I observed",Yes,No,No,Don't Know,,0,32.0,Male,Japan,,Japan,,2017
1820,0,500-1000,0.0,1.0,Yes,Yes,Very easy,Yes,Yes,,,,,Yes,Yes,8,Maybe/Not sure,No,No,No,No,,0,34.0,M,India,,India,,2017
1821,0,More than 1000,0.0,1.0,No,I don't know,Somewhat difficult,No,Maybe,,,,,No,No,8,No,No,No,Yes,No,,1,37.0,Male,Singapore,,Singapore,,2017
1822,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,No,No,7,Maybe/Not sure,No,No,No,Don't Know,,0,38.0,Male,France,,France,,2017
1823,0,26-100,1.0,1.0,No,I don't know,Difficult,No,Maybe,,,,,Maybe,No,4,Maybe/Not sure,,I don't know,Possibly,Possibly,,1,30.0,male,United States of America,Ohio,United States of America,Ohio,2017
1824,0,More than 1000,1.0,1.0,I don't know,I don't know,I don't know,No,No,,,,,Yes,No,0,No,No,I don't know,Don't Know,Don't Know,,0,27.0,Male,France,,France,,2017
1825,0,More than 1000,0.0,1.0,Yes,I don't know,Neither easy nor difficult,No,No,,,,,No,No,0,No,No,No,No,No,,0,41.0,Female,United States of America,California,United States of America,California,2017
1826,0,6-25,1.0,1.0,I don't know,I don't know,Somewhat easy,No,Maybe,,,,,No,No,6,No,No,I don't know,Yes,Possibly,,1,41.0,M,United States of America,Massachusetts,United States of America,Massachusetts,2017
1827,0,26-100,1.0,1.0,Yes,I don't know,Difficult,No,Maybe,,,,,No,No,6,Maybe/Not sure,,No,No,No,,0,39.0,male,United States of America,California,United States of America,California,2017
1828,0,More than 1000,1.0,1.0,Yes,I don't know,Somewhat easy,Maybe,Maybe,,,,,Yes,Maybe,9,"Yes, I experienced",No,No,Yes,Yes,Yes,1,42.0,male,United States of America,Iowa,United States of America,Iowa,2017
1829,0,1-5,1.0,0.0,Yes,Yes,Very easy,Yes,Yes,,,,,Yes,Maybe,10,Maybe/Not sure,No,Yes,Yes,Yes,Yes,1,28.0,Female,United States of America,Massachusetts,United States of America,Massachusetts,2017
1830,0,6-25,1.0,1.0,No,I don't know,Difficult,Maybe,No,,,,,Yes,No,1,No,Maybe,No,Yes,Yes,Yes,1,29.0,Male,United States of America,New York,United States of America,New York,2017
1831,1,,,,,,,,,"Sometimes, if it comes up","Sometimes, if it comes up",Yes,1-25%,Yes,Yes,10,"Yes, I observed",Maybe,Yes,Possibly,Possibly,,1,41.0,"Male, cis",Australia,,Australia,,2017
1832,0,More than 1000,1.0,1.0,Yes,I don't know,Very easy,Yes,Maybe,,,,,No,No,2,No,,No,Yes,No,,1,46.0,Male,United States of America,California,United States of America,California,2017
1833,0,500-1000,1.0,1.0,Yes,No,Somewhat difficult,Yes,Yes,,,,,Maybe,No,2,"Yes, I observed",Maybe,Yes,No,No,,0,38.0,Male,Spain,,Spain,,2017
1834,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,Maybe,Maybe,,,,,Yes,Yes,10,No,No,No,No,Don't Know,,0,34.0,Male,United States of America,Illinois,United States of America,Illinois,2017
1835,0,6-25,1.0,1.0,Yes,I don't know,I don't know,Yes,Yes,,,,,Maybe,No,10,Maybe/Not sure,Yes,Yes,Yes,Yes,Yes,1,28.0,Male,Germany,,Germany,,2017
1836,0,26-100,1.0,1.0,No,I don't know,Difficult,No,No,,,,,No,No,8,Maybe/Not sure,Maybe,Yes,Yes,Yes,Yes,1,28.0,Female ,Netherlands,,Netherlands,,2017
1837,0,26-100,1.0,1.0,Yes,Yes,Somewhat easy,Yes,Yes,,,,,Yes,Yes,8,"Yes, I observed",No,No,Possibly,No,,1,38.0,cis male ,Germany,,Germany,,2017
1838,0,More than 1000,0.0,1.0,Yes,I don't know,Somewhat easy,Yes,Maybe,,,,,No,No,8,No,No,Yes,Yes,Yes,Yes,1,33.0,Male,United States of America,Kentucky,United States of America,Kentucky,2017
1839,0,26-100,1.0,1.0,Yes,Yes,I don't know,Maybe,Maybe,,,,,Maybe,Maybe,7,Maybe/Not sure,No,I don't know,Possibly,Don't Know,,0,38.0,female,United States of America,Georgia,United States of America,Washington,2017
1840,0,100-500,0.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,Maybe,,,,,Maybe,Maybe,10,No,No,No,Yes,Yes,Yes,1,48.0,Male,United States of America,Virginia,United States of America,Virginia,2017
1841,0,1-5,1.0,0.0,No,Yes,Very easy,Maybe,Maybe,,,,,Maybe,No,10,"Yes, I experienced",No,I don't know,No,No,,0,44.0,Woman,France,,France,,2017
1842,0,More than 1000,1.0,1.0,Yes,I don't know,Very easy,Yes,Yes,,,,,No,No,9,No,No,Yes,Yes,Possibly,,1,34.0,Male,United States of America,Indiana,United States of America,Indiana,2017
1843,0,100-500,1.0,1.0,No,I don't know,I don't know,Maybe,No,,,,,Maybe,No,1,"Yes, I experienced",,No,Yes,Yes,Yes,1,29.0,Female,United States of America,Indiana,United States of America,Indiana,2017
1844,0,More than 1000,0.0,1.0,No,I don't know,Somewhat easy,No,No,,,,,No,No,9,Maybe/Not sure,Maybe,Yes,Yes,Yes,Yes,1,39.0,male,United Kingdom,,United Kingdom,,2017
1845,0,100-500,1.0,1.0,I don't know,I don't know,I don't know,Maybe,No,,,,,No,No,8,No,Maybe,No,Possibly,Don't Know,,0,41.0,m,Slovakia,,Slovakia,,2017
1846,0,100-500,1.0,1.0,Yes,Yes,Very easy,Maybe,No,,,,,Maybe,No,6,No,No,Yes,No,No,,0,33.0,Male,United States of America,Tennessee,United States of America,Tennessee,2017
1847,1,,,,,,,,,Not applicable to me,Not applicable to me,Not applicable to me,,Maybe,Maybe,9,"Yes, I observed",,I don't know,Possibly,No,,0,31.0,male,Germany,,Germany,,2017
1848,0,More than 1000,1.0,1.0,Yes,Yes,Very easy,No,No,,,,,No,No,1,"Yes, I experienced",,No,Don't Know,Don't Know,,0,44.0,Male,France,,France,,2017
1849,0,100-500,0.0,1.0,I don't know,I don't know,Somewhat easy,No,No,,,,,No,No,10,No,Yes,Yes,Yes,Yes,Yes,1,33.0,Female,United States of America,California,United States of America,California,2017
1850,0,26-100,1.0,1.0,I don't know,I don't know,Somewhat difficult,Maybe,No,,,,,Yes,No,4,"Yes, I observed",Yes,No,Possibly,Possibly,,0,26.0,Agender/genderfluid,Austria,,Austria,,2017
1851,0,26-100,1.0,1.0,Not eligible for coverage / NA,I don't know,Somewhat easy,Maybe,Yes,,,,,Maybe,Maybe,6,No,No,No,No,No,,0,28.0,Male,South Africa,,South Africa,,2017
1852,0,6-25,1.0,1.0,Yes,I don't know,Somewhat difficult,Maybe,Maybe,,,,,Maybe,No,3,No,No,I don't know,Possibly,Possibly,,0,32.0,Female,United States of America,Pennsylvania,United States of America,Pennsylvania,2017
1853,0,More than 1000,1.0,1.0,Yes,Yes,Somewhat easy,Yes,Maybe,,,,,No,No,7,Maybe/Not sure,No,No,No,No,,0,35.0,Female,Ireland,,Ireland,,2017
1854,0,More than 1000,0.0,1.0,I don't know,Yes,Very easy,Yes,Yes,,,,,Yes,Maybe,7,No,No,No,Possibly,No,,0,40.0,Male,France,,France,,2017
1855,0,500-1000,0.0,1.0,I don't know,Yes,Somewhat easy,Maybe,Yes,,,,,No,No,4,No,No,I don't know,No,Yes,Yes,1,30.0,Male,United States of America,New York,United States of America,New York,2017
1856,0,More than 1000,1.0,1.0,I don't know,I don't know,Somewhat easy,Maybe,Yes,,,,,No,No,4,No,,Yes,Possibly,Possibly,,0,34.0,Male,United States of America,Texas,United States of America,Texas,2017
1857,0,26-100,1.0,1.0,I don't know,I don't know,Somewhat easy,Yes,Maybe,,,,,Yes,Maybe,9,Maybe/Not sure,,I don't know,No,No,,0,21.0,Male,United States of America,Massachusetts,United States of America,Massachusetts,2017
1858,0,More than 1000,0.0,1.0,Yes,Yes,Very easy,No,Yes,,,,,Maybe,No,7,"Yes, I observed",Yes,Yes,Possibly,Yes,Yes,1,37.0,male,France,,France,,2017
1859,1,,,,,,,,,Not applicable to me,Not applicable to me,No,,Yes,Maybe,8,No,,No,No,No,,0,27.0,Male,Belarus,,United States of America,Texas,2017
